openDate,state,latitude,longitude,marker
10/27/2004 12:00,AZ,33.42104721,-112.2230225,"33.42104721,-112.22302246"
7/23/2008 12:00,AZ,33.37612899,-112.029549,"33.37612899,-112.029549"
1/19/2011 12:00,AZ,33.567475,-112.1699683,"33.567475,-112.16996826"
1/16/2008 12:00,AZ,33.580547,-112.202026,"33.580547,-112.202026"
6/15/2005 12:00,AZ,33.87101188,-112.1548051,"33.87101188,-112.15480506"
9/12/2011 12:00,AZ,33.79702717,-111.9649375,"33.79702717,-111.96493752"
3/5/2008 12:00,AZ,32.206785,-110.874928,"32.2067849999999,-110.87492801"
10/23/2008 12:00,AZ,34.57792416,-112.3636043,"34.57792416,-112.3636043"
4/23/2008 12:00,AZ,33.62288699,-112.392502,"33.62288699,-112.39250199"
11/2/2005 12:00,AZ,33.28089141,-111.7932205,"33.28089141,-111.79322052"
9/1/1992 12:00,AZ,31.339254,-109.5653113,"31.339254,-109.56531129"
9/4/1990 12:00,AZ,33.337063,-111.854614,"33.337063,-111.85461399"
1/14/2004 12:00,AZ,33.423771,-111.720535,"33.423771,-111.72053499"
1/22/2007 12:00,AZ,33.38447952,-111.5999451,"33.38447952,-111.59994506"
6/1/1989 12:00,AZ,31.3628856,-110.9309171,"31.3628856,-110.93091711"
4/14/2004 12:00,AZ,33.55168151,-112.1797104,"33.55168151,-112.17971038"
6/1/1989 12:00,AZ,32.28800199,-110.965065,"32.28800199,-110.96506499"
4/2/1991 12:00,AZ,33.639034,-111.981758,"33.639034,-111.98175799"
6/1/1989 12:00,AZ,35.04087746,-110.7007554,"35.04087746,-110.70075541"
5/4/2005 12:00,AZ,32.25067734,-110.9086018,"32.25067734,-110.9086018"
3/19/2003 12:00,AZ,33.51014328,-112.2662735,"33.51014328,-112.26627349"
9/16/2009 12:00,AZ,33.39386367,-111.9276428,"33.39386367,-111.92764282"
11/3/2005 12:00,AZ,35.16740798,-114.56427,"35.16740798,-114.56427001"
1/26/2005 12:00,AZ,33.71275618,-112.1119058,"33.71275618,-112.11190581"
10/26/2012 12:00,AZ,32.19613265,-111.0046844,"32.19613265,-111.00468444"
6/11/2014 12:00,AZ,33.56676099,-112.072128,"33.56676099,-112.072128"
5/15/2013 12:00,AZ,33.41463536,-111.9287404,"33.41463536,-111.92874044"
8/8/2007 12:00,AZ,33.31985099,-111.688896,"33.31985099,-111.68889599"
6/2/2004 12:00,AZ,33.38029499,-111.772545,"33.38029499,-111.77254499"
1/26/2005 12:00,AZ,34.56525407,-112.4846289,"34.56525407,-112.48462893"
1/17/2008 12:00,AZ,33.3023554,-111.7433904,"33.3023554,-111.74339041"
1/19/2007 12:00,AZ,33.39068222,-112.1361694,"33.39068222,-112.13616943"
7/2/1991 12:00,AZ,33.415035,-111.5735831,"33.415035,-111.57358311"
4/23/2008 12:00,AZ,33.712264,-112.200302,"33.712264,-112.20030203"
1/23/2008 12:00,AZ,33.59737777,-111.9790268,"33.59737777,-111.97902679"
1/26/2005 12:00,AZ,33.30472849,-111.7438591,"33.30472849,-111.74385912"
7/20/2005 12:00,AZ,33.38387298,-111.7401428,"33.38387298,-111.74014282"
4/11/2012 12:00,AZ,33.60972213,-112.4398041,"33.60972213,-112.43980407"
8/25/2004 12:00,AZ,33.49502988,-112.1722146,"33.49502988,-112.17221461"
1/4/1994 12:00,AZ,35.22264899,-114.033463,"35.22264899,-114.03346299"
1/22/2003 12:00,AZ,33.64971153,-112.2368002,"33.64971153,-112.23680019"
3/22/2006 12:00,AZ,33.17687988,-111.5841904,"33.17687988,-111.58419036"
4/19/2013 12:00,AZ,32.19327807,-110.8411127,"32.19327807,-110.84111273"
1/3/1995 12:00,AZ,33.522308,-112.092979,"33.522308,-112.09297899"
5/20/2009 12:00,AZ,33.03878799,-112.014633,"33.03878799,-112.014633"
10/18/1994 12:00,AZ,33.50777506,-111.8914765,"33.50777506,-111.89147651"
1/13/2000 12:00,AZ,33.62400524,-111.8952564,"33.62400524,-111.89525641"
12/31/1990 12:00,AZ,32.67468643,-114.6007614,"32.67468643,-114.60076141"
6/1/1989 12:00,AZ,32.23543904,-110.8399359,"32.23543904,-110.83993591"
10/29/2008 12:00,AZ,32.42526245,-110.9408264,"32.42526245,-110.94082641"
1/31/2006 12:00,AZ,32.13368676,-111.0263468,"32.13368676,-111.02634675"
1/29/2004 12:00,AZ,33.45204162,-112.33918,"33.45204162,-112.33917999"
3/19/2003 12:00,AZ,32.35635375,-111.08992,"32.35635375,-111.08992004"
1/8/1994 12:00,AZ,33.37260818,-111.788002,"33.37260818,-111.78800201"
1/19/2005 12:00,AZ,33.65464344,-112.150305,"33.65464344,-112.15030498"
9/8/2005 12:00,AZ,33.538975,-112.218918,"33.538975,-112.218918"
1/5/1994 12:00,AZ,33.46661758,-112.2395248,"33.46661758,-112.23952484"
5/4/2005 12:00,AZ,33.478676,-112.253662,"33.478676,-112.253662"
1/13/1994 12:00,AZ,35.19162297,-111.6291149,"35.19162297,-111.62911489"
10/11/1988 12:00,AZ,32.877785,-111.712265,"32.877785,-111.712265"
